,Date,City,Tariff,Price,Driver id,Rate,Order merhod,User id
4236,2023-06-09T00:00:00.000000000,Saint-Petersburg,Businnes,3768,582DR,1,Android,1156USR
4237,2023-06-09T00:00:00.000000000,Krasnodar,Businnes,7097,879DR,2,iOS,3457USR
4238,2023-06-17T00:00:00.000000000,Ufa,Minivan,3101,556DR,4,iOS,3145USR
4239,2023-06-10T00:00:00.000000000,Moscow,Econom,2075,382DR,4,Call-center,2352USR
4240,2023-06-23T00:00:00.000000000,Krasnodar,Businnes,7025,461DR,1,Call-center,113USR
4241,2023-06-26T00:00:00.000000000,Moscow,Econom,2791,228DR,5,Android,1873USR
4242,2023-06-27T00:00:00.000000000,Barnaul,Businnes,5599,581DR,4,Android,3937USR
4243,2023-06-30T00:00:00.000000000,Sochi,Minivan,3143,415DR,3,iOS,2696USR
4244,2023-06-26T00:00:00.000000000,Saint-Petersburg,Businnes,8901,604DR,5,Android,365USR
4245,2023-06-28T00:00:00.000000000,Tver,Minivan,6275,173DR,4,Browser,3694USR
4246,2023-06-06T00:00:00.000000000,Kaliningrad,Econom,1520,824DR,2,iOS,2683USR
4247,2023-06-30T00:00:00.000000000,Krasnodar,Businnes,6307,130DR,5,Call-center,2352USR
4248,2023-06-25T00:00:00.000000000,Sochi,Businnes,5248,482DR,3,Call-center,505USR
4249,2023-06-16T00:00:00.000000000,Kaliningrad,Minivan,3250,274DR,5,Browser,84USR
4250,2023-06-07T00:00:00.000000000,Vladivostok,Econom,1043,325DR,5,Android,547USR
4251,2023-06-13T00:00:00.000000000,Moscow,Econom,606,306DR,3,Call-center,3511USR
4252,2023-06-16T00:00:00.000000000,Vladivostok,Businnes,4930,164DR,1,iOS,3715USR
4253,2023-06-08T00:00:00.000000000,Sochi,Businnes,7529,658DR,3,Call-center,1233USR
4254,2023-06-27T00:00:00.000000000,Kazan,Businnes,8861,241DR,5,iOS,560USR
4255,2023-06-12T00:00:00.000000000,Sochi,Businnes,6769,307DR,5,Browser,3862USR
4256,2023-06-10T00:00:00.000000000,Krasnodar,Econom,864,470DR,2,Call-center,1281USR
4257,2023-06-23T00:00:00.000000000,Ufa,Businnes,2951,625DR,1,Browser,2044USR
4258,2023-06-28T00:00:00.000000000,Saint-Petersburg,Uber,5595,507DR,2,Browser,2312USR
4259,2023-06-28T00:00:00.000000000,Vladivostok,Econom,2747,721DR,3,iOS,3140USR
4260,2023-06-24T00:00:00.000000000,Ufa,Uber,3397,27DR,2,iOS,3497USR
4261,2023-06-25T00:00:00.000000000,Tver,Econom,1652,718DR,2,Browser,232USR
4262,2023-06-02T00:00:00.000000000,Kazan,Minivan,7068,434DR,4,iOS,3935USR
4263,2023-06-14T00:00:00.000000000,Barnaul,Uber,3493,662DR,3,iOS,3551USR
4264,2023-06-04T00:00:00.000000000,Sochi,Businnes,6945,59DR,5,Android,1679USR
4265,2023-06-13T00:00:00.000000000,Samara,Uber,4415,862DR,2,Browser,2030USR
4266,2023-06-15T00:00:00.000000000,Sochi,Uber,4318,693DR,4,Browser,1460USR
4267,2023-06-21T00:00:00.000000000,Saint-Petersburg,Econom,2958,728DR,4,Call-center,1836USR
4268,2023-06-07T00:00:00.000000000,Moscow,Minivan,5443,181DR,4,Call-center,950USR
4269,2023-06-15T00:00:00.000000000,Samara,Econom,2532,316DR,3,iOS,2550USR
4270,2023-06-07T00:00:00.000000000,Ufa,Minivan,6889,463DR,4,iOS,3416USR
4271,2023-06-26T00:00:00.000000000,Kaliningrad,Businnes,7863,312DR,1,Browser,1521USR
4272,2023-06-30T00:00:00.000000000,Kaliningrad,Econom,1876,285DR,2,Call-center,3127USR
4273,2023-06-19T00:00:00.000000000,Sochi,Uber,5500,576DR,4,iOS,231USR
4274,2023-06-29T00:00:00.000000000,Kazan,Uber,5242,240DR,5,Call-center,1946USR
4275,2023-06-20T00:00:00.000000000,Krasnodar,Minivan,4382,438DR,5,Call-center,973USR
4276,2023-06-08T00:00:00.000000000,Kaliningrad,Minivan,3311,876DR,3,Call-center,2597USR
4277,2023-06-07T00:00:00.000000000,Krasnodar,Minivan,5874,764DR,3,iOS,3498USR
4278,2023-06-14T00:00:00.000000000,Sochi,Econom,2147,585DR,5,Call-center,764USR
4279,2023-06-13T00:00:00.000000000,Samara,Businnes,5430,750DR,3,Android,3397USR
4280,2023-06-23T00:00:00.000000000,Barnaul,Businnes,4281,760DR,3,Android,2948USR
4281,2023-06-13T00:00:00.000000000,Tver,Businnes,5879,242DR,2,Android,3509USR
4282,2023-06-18T00:00:00.000000000,Saint-Petersburg,Minivan,7476,720DR,5,iOS,3122USR
4283,2023-06-07T00:00:00.000000000,Tver,Minivan,6262,10DR,2,Android,2074USR
4284,2023-06-25T00:00:00.000000000,Moscow,Econom,2612,316DR,1,Android,2838USR
4285,2023-06-14T00:00:00.000000000,Samara,Uber,5030,10DR,5,Android,1115USR
4286,2023-06-13T00:00:00.000000000,Vladivostok,Econom,789,32DR,3,Browser,3582USR
4287,2023-06-20T00:00:00.000000000,Samara,Businnes,8652,113DR,2,Android,826USR
4288,2023-06-12T00:00:00.000000000,Tver,Businnes,1801,171DR,1,Android,2481USR
4289,2023-06-26T00:00:00.000000000,Kazan,Minivan,5641,683DR,3,iOS,289USR
4290,2023-06-13T00:00:00.000000000,Kaliningrad,Minivan,1207,336DR,5,Browser,631USR
4291,2023-06-11T00:00:00.000000000,Moscow,Econom,2739,294DR,3,Android,952USR
4292,2023-06-23T00:00:00.000000000,Moscow,Minivan,2085,887DR,5,Android,993USR
4293,2023-06-07T00:00:00.000000000,Kazan,Econom,2589,73DR,3,Browser,3359USR
4294,2023-06-06T00:00:00.000000000,Krasnodar,Econom,792,289DR,4,Browser,2603USR
4295,2023-06-15T00:00:00.000000000,Ufa,Minivan,5368,641DR,2,Browser,2075USR
4296,2023-06-04T00:00:00.000000000,Barnaul,Businnes,5367,371DR,1,Call-center,2310USR
4297,2023-06-09T00:00:00.000000000,Kazan,Uber,4328,434DR,1,iOS,1677USR
4298,2023-06-01T00:00:00.000000000,Kaliningrad,Uber,5098,807DR,3,Browser,1297USR
4299,2023-06-15T00:00:00.000000000,Moscow,Econom,1639,823DR,3,iOS,3352USR
4300,2023-06-24T00:00:00.000000000,Krasnodar,Econom,172,877DR,2,Browser,3039USR
4301,2023-06-27T00:00:00.000000000,Saint-Petersburg,Uber,887,748DR,2,Call-center,3442USR
4302,2023-06-21T00:00:00.000000000,Samara,Businnes,3009,418DR,2,Call-center,3019USR
4303,2023-06-15T00:00:00.000000000,Vladivostok,Uber,1867,561DR,1,Browser,3246USR
4304,2023-06-03T00:00:00.000000000,Saint-Petersburg,Uber,714,820DR,5,Android,2756USR
4305,2023-06-21T00:00:00.000000000,Ufa,Minivan,3935,836DR,3,Call-center,1057USR
4306,2023-06-06T00:00:00.000000000,Kazan,Minivan,5517,389DR,1,Browser,2567USR
4307,2023-06-30T00:00:00.000000000,Moscow,Uber,2856,461DR,4,Browser,113USR
4308,2023-06-11T00:00:00.000000000,Ufa,Minivan,3341,286DR,5,Call-center,1205USR
4309,2023-06-10T00:00:00.000000000,Barnaul,Uber,2028,743DR,1,Browser,2979USR
4310,2023-06-03T00:00:00.000000000,Samara,Uber,1310,159DR,5,Browser,2463USR
4311,2023-06-24T00:00:00.000000000,Kaliningrad,Econom,1143,201DR,3,iOS,355USR
4312,2023-06-10T00:00:00.000000000,Moscow,Businnes,8488,222DR,3,Browser,349USR
4313,2023-06-25T00:00:00.000000000,Moscow,Econom,1630,840DR,4,iOS,2355USR
4314,2023-06-17T00:00:00.000000000,Kazan,Econom,2522,780DR,3,Call-center,1873USR
4315,2023-06-30T00:00:00.000000000,Krasnodar,Uber,1302,814DR,3,Call-center,97USR
4316,2023-06-02T00:00:00.000000000,Kazan,Businnes,7763,834DR,1,Browser,2923USR
4317,2023-06-13T00:00:00.000000000,Tver,Uber,1233,298DR,4,iOS,3635USR
4318,2023-06-28T00:00:00.000000000,Kazan,Uber,2525,827DR,2,Android,1097USR
4319,2023-06-21T00:00:00.000000000,Saint-Petersburg,Uber,1958,500DR,2,Call-center,1598USR
4320,2023-06-25T00:00:00.000000000,Krasnodar,Econom,965,245DR,3,iOS,651USR
4321,2023-06-28T00:00:00.000000000,Vladivostok,Minivan,5182,102DR,5,Browser,1519USR
4322,2023-06-29T00:00:00.000000000,Ufa,Econom,1746,860DR,3,iOS,1696USR
4323,2023-06-08T00:00:00.000000000,Saint-Petersburg,Businnes,2623,630DR,3,Browser,799USR
4324,2023-06-01T00:00:00.000000000,Tver,Minivan,5761,453DR,4,Android,3008USR
4325,2023-06-29T00:00:00.000000000,Saint-Petersburg,Businnes,5163,898DR,5,Browser,3280USR
4326,2023-06-27T00:00:00.000000000,Krasnodar,Businnes,6453,718DR,3,Browser,3545USR
4327,2023-06-25T00:00:00.000000000,Samara,Businnes,3882,398DR,4,Android,8USR
4328,2023-06-24T00:00:00.000000000,Sochi,Econom,1438,119DR,4,Browser,3290USR
4329,2023-06-13T00:00:00.000000000,Sochi,Econom,1159,169DR,5,Browser,2078USR
4330,2023-06-19T00:00:00.000000000,Ufa,Uber,5677,102DR,2,iOS,3146USR
4331,2023-06-10T00:00:00.000000000,Barnaul,Uber,713,853DR,4,Browser,1153USR
4332,2023-06-21T00:00:00.000000000,Kaliningrad,Econom,184,807DR,2,Android,3235USR
4333,2023-06-03T00:00:00.000000000,Sochi,Minivan,1054,746DR,4,Browser,1653USR
4334,2023-06-08T00:00:00.000000000,Sochi,Econom,132,641DR,4,Browser,1254USR
4335,2023-06-17T00:00:00.000000000,Tver,Minivan,2040,649DR,1,Android,3942USR
4336,2023-06-28T00:00:00.000000000,Ufa,Econom,1817,194DR,2,Android,183USR
4337,2023-06-25T00:00:00.000000000,Tver,Minivan,4543,10DR,5,iOS,2373USR
4338,2023-06-12T00:00:00.000000000,Saint-Petersburg,Econom,2948,60DR,3,Android,434USR
4339,2023-06-28T00:00:00.000000000,Saint-Petersburg,Uber,2674,525DR,4,iOS,77USR
4340,2023-06-07T00:00:00.000000000,Krasnodar,Businnes,5740,335DR,3,Browser,858USR
4341,2023-06-21T00:00:00.000000000,Vladivostok,Econom,781,59DR,1,Browser,2429USR
4342,2023-06-01T00:00:00.000000000,Saint-Petersburg,Minivan,4560,68DR,2,Call-center,2241USR
4343,2023-06-22T00:00:00.000000000,Krasnodar,Businnes,3304,608DR,2,iOS,1392USR
4344,2023-06-01T00:00:00.000000000,Samara,Businnes,1707,517DR,4,iOS,342USR
4345,2023-06-03T00:00:00.000000000,Krasnodar,Businnes,7273,113DR,3,iOS,1154USR
4346,2023-06-18T00:00:00.000000000,Saint-Petersburg,Businnes,8039,522DR,3,Android,2244USR
4347,2023-06-29T00:00:00.000000000,Vladivostok,Businnes,5052,59DR,2,Call-center,2934USR
4348,2023-06-23T00:00:00.000000000,Tver,Minivan,3626,723DR,5,Call-center,2847USR
4349,2023-06-17T00:00:00.000000000,Vladivostok,Businnes,7789,104DR,2,Call-center,2064USR
4350,2023-06-22T00:00:00.000000000,Moscow,Minivan,1109,581DR,4,Android,1476USR
4351,2023-06-16T00:00:00.000000000,Kazan,Businnes,5122,467DR,4,Android,3596USR
4352,2023-06-25T00:00:00.000000000,Moscow,Minivan,4914,594DR,5,Browser,3431USR
4353,2023-06-20T00:00:00.000000000,Samara,Minivan,4693,525DR,4,Android,802USR
4354,2023-06-23T00:00:00.000000000,Barnaul,Businnes,2862,462DR,2,Android,2115USR
4355,2023-06-09T00:00:00.000000000,Vladivostok,Businnes,4612,726DR,3,iOS,1617USR
4356,2023-06-07T00:00:00.000000000,Ufa,Uber,2538,107DR,1,Browser,3118USR
4357,2023-06-23T00:00:00.000000000,Ufa,Minivan,6055,31DR,2,Browser,1673USR
4358,2023-06-22T00:00:00.000000000,Krasnodar,Businnes,1618,736DR,3,iOS,1024USR
4359,2023-06-30T00:00:00.000000000,Tver,Businnes,1881,6DR,2,Call-center,3800USR
4360,2023-06-15T00:00:00.000000000,Saint-Petersburg,Uber,5442,195DR,2,Call-center,2185USR
4361,2023-06-04T00:00:00.000000000,Kazan,Minivan,5370,451DR,3,Call-center,1110USR
4362,2023-06-15T00:00:00.000000000,Tver,Econom,1089,823DR,2,Android,320USR
4363,2023-06-27T00:00:00.000000000,Vladivostok,Minivan,2618,690DR,1,Android,1156USR
4364,2023-06-29T00:00:00.000000000,Barnaul,Uber,4804,813DR,5,iOS,1995USR
4365,2023-06-21T00:00:00.000000000,Kaliningrad,Uber,2799,851DR,2,Call-center,3435USR
4366,2023-06-06T00:00:00.000000000,Sochi,Econom,987,401DR,4,iOS,1644USR
4367,2023-06-13T00:00:00.000000000,Saint-Petersburg,Minivan,7427,172DR,1,Android,1410USR
4368,2023-06-14T00:00:00.000000000,Ufa,Econom,1773,78DR,1,Android,341USR
4369,2023-06-06T00:00:00.000000000,Samara,Businnes,1758,888DR,3,Browser,1204USR
4370,2023-06-26T00:00:00.000000000,Tver,Econom,1003,384DR,4,iOS,3876USR
4371,2023-06-15T00:00:00.000000000,Krasnodar,Businnes,6537,476DR,4,Android,2147USR
4372,2023-06-08T00:00:00.000000000,Ufa,Uber,3600,801DR,5,iOS,3289USR
4373,2023-06-14T00:00:00.000000000,Saint-Petersburg,Econom,2151,841DR,3,Android,911USR
4374,2023-06-01T00:00:00.000000000,Saint-Petersburg,Minivan,3086,76DR,3,Call-center,825USR
4375,2023-06-10T00:00:00.000000000,Barnaul,Businnes,4106,351DR,1,Android,3966USR
4376,2023-06-13T00:00:00.000000000,Samara,Econom,2461,235DR,3,Android,3259USR
4377,2023-06-22T00:00:00.000000000,Vladivostok,Businnes,5741,847DR,4,Browser,3106USR
4378,2023-06-18T00:00:00.000000000,Vladivostok,Uber,2692,553DR,3,Call-center,2191USR
4379,2023-06-24T00:00:00.000000000,Tver,Econom,2202,500DR,4,Android,1826USR
4380,2023-06-24T00:00:00.000000000,Tver,Econom,2905,368DR,4,Android,620USR
4381,2023-06-07T00:00:00.000000000,Vladivostok,Minivan,5831,299DR,2,Android,3116USR
4382,2023-06-05T00:00:00.000000000,Sochi,Minivan,4939,199DR,4,Call-center,2689USR
4383,2023-06-03T00:00:00.000000000,Kazan,Uber,5840,122DR,4,Android,3570USR
4384,2023-06-11T00:00:00.000000000,Krasnodar,Minivan,5024,631DR,2,iOS,65USR
4385,2023-06-22T00:00:00.000000000,Tver,Minivan,7345,674DR,2,Android,1278USR
4386,2023-06-04T00:00:00.000000000,Tver,Uber,1172,148DR,3,Call-center,1466USR
4387,2023-06-11T00:00:00.000000000,Tver,Businnes,1598,125DR,5,Call-center,3619USR
4388,2023-06-08T00:00:00.000000000,Krasnodar,Econom,629,552DR,4,Android,3854USR
4389,2023-06-24T00:00:00.000000000,Vladivostok,Uber,2109,343DR,1,iOS,1260USR
4390,2023-06-14T00:00:00.000000000,Vladivostok,Uber,4481,662DR,3,Android,52USR
4391,2023-06-22T00:00:00.000000000,Ufa,Econom,1436,805DR,1,Android,1190USR
4392,2023-06-02T00:00:00.000000000,Ufa,Uber,2779,25DR,5,Call-center,2843USR
4393,2023-06-28T00:00:00.000000000,Kazan,Minivan,4433,88DR,3,Browser,3048USR
4394,2023-06-02T00:00:00.000000000,Saint-Petersburg,Econom,2428,801DR,1,Browser,2893USR
4395,2023-06-25T00:00:00.000000000,Saint-Petersburg,Uber,2831,344DR,4,Android,3640USR
4396,2023-06-22T00:00:00.000000000,Ufa,Econom,120,872DR,1,Call-center,1317USR
4397,2023-06-19T00:00:00.000000000,Barnaul,Minivan,3666,291DR,1,iOS,3729USR
4398,2023-06-20T00:00:00.000000000,Samara,Businnes,5875,314DR,5,iOS,1735USR
4399,2023-06-09T00:00:00.000000000,Vladivostok,Uber,3983,812DR,3,Call-center,1690USR
4400,2023-06-17T00:00:00.000000000,Sochi,Econom,140,413DR,2,Android,1502USR
4401,2023-06-14T00:00:00.000000000,Barnaul,Minivan,4897,160DR,2,iOS,855USR
4402,2023-06-14T00:00:00.000000000,Kazan,Minivan,3898,205DR,4,Browser,3783USR
4403,2023-06-21T00:00:00.000000000,Tver,Minivan,4929,253DR,2,iOS,1315USR
4404,2023-06-26T00:00:00.000000000,Kazan,Uber,5112,465DR,1,iOS,2467USR
4405,2023-06-21T00:00:00.000000000,Samara,Uber,3612,280DR,5,Browser,3005USR
4406,2023-06-15T00:00:00.000000000,Samara,Econom,2405,664DR,4,iOS,1451USR
4407,2023-06-09T00:00:00.000000000,Vladivostok,Minivan,6633,828DR,3,Call-center,2810USR
4408,2023-06-10T00:00:00.000000000,Barnaul,Minivan,5178,564DR,4,Browser,2352USR
4409,2023-06-23T00:00:00.000000000,Moscow,Econom,847,583DR,3,Call-center,2334USR
4410,2023-06-09T00:00:00.000000000,Ufa,Uber,5583,164DR,3,Browser,1216USR
4411,2023-06-04T00:00:00.000000000,Kaliningrad,Econom,1429,739DR,1,Call-center,1754USR
4412,2023-06-16T00:00:00.000000000,Barnaul,Businnes,2977,509DR,3,Browser,3522USR
4413,2023-06-01T00:00:00.000000000,Ufa,Econom,1014,5DR,3,iOS,3290USR
4414,2023-06-19T00:00:00.000000000,Tver,Minivan,3875,871DR,4,Android,3501USR
4415,2023-06-26T00:00:00.000000000,Kaliningrad,Businnes,3827,367DR,5,iOS,644USR
4416,2023-06-17T00:00:00.000000000,Tver,Businnes,6644,819DR,4,iOS,1660USR
4417,2023-06-28T00:00:00.000000000,Moscow,Minivan,4599,639DR,3,Android,2644USR
4418,2023-06-25T00:00:00.000000000,Saint-Petersburg,Uber,702,725DR,3,Call-center,2304USR
4419,2023-06-20T00:00:00.000000000,Samara,Uber,2768,116DR,1,iOS,814USR
4420,2023-06-30T00:00:00.000000000,Moscow,Businnes,5891,407DR,5,Call-center,2955USR
4421,2023-06-17T00:00:00.000000000,Kaliningrad,Econom,314,778DR,3,Browser,3484USR
4422,2023-06-09T00:00:00.000000000,Barnaul,Econom,2053,415DR,4,Call-center,2248USR
4423,2023-06-26T00:00:00.000000000,Barnaul,Businnes,7117,26DR,4,Android,3446USR
4424,2023-06-07T00:00:00.000000000,Kaliningrad,Uber,5910,496DR,1,Browser,2176USR
4425,2023-06-16T00:00:00.000000000,Vladivostok,Businnes,6105,519DR,2,Browser,883USR
4426,2023-06-21T00:00:00.000000000,Kaliningrad,Uber,5425,388DR,2,iOS,2015USR
4427,2023-06-03T00:00:00.000000000,Vladivostok,Businnes,1319,222DR,4,iOS,286USR
4428,2023-06-28T00:00:00.000000000,Krasnodar,Uber,5556,755DR,2,Browser,466USR
4429,2023-06-16T00:00:00.000000000,Kaliningrad,Uber,4595,197DR,3,iOS,3857USR
4430,2023-06-10T00:00:00.000000000,Moscow,Econom,1827,521DR,3,iOS,750USR
4431,2023-06-27T00:00:00.000000000,Samara,Econom,2248,420DR,4,Android,2387USR
4432,2023-06-14T00:00:00.000000000,Ufa,Businnes,7923,455DR,2,Android,3285USR
4433,2023-06-08T00:00:00.000000000,Kaliningrad,Econom,1538,482DR,5,iOS,1595USR
4434,2023-06-18T00:00:00.000000000,Kaliningrad,Uber,4410,107DR,5,Browser,23USR
4435,2023-06-23T00:00:00.000000000,Kazan,Businnes,6813,526DR,5,Android,164USR
4436,2023-06-14T00:00:00.000000000,Kazan,Businnes,4181,739DR,5,iOS,2272USR
4437,2023-06-12T00:00:00.000000000,Kaliningrad,Uber,5522,497DR,1,Call-center,1691USR
4438,2023-06-22T00:00:00.000000000,Saint-Petersburg,Econom,2838,680DR,2,iOS,82USR
4439,2023-06-25T00:00:00.000000000,Barnaul,Minivan,1908,899DR,2,Android,3310USR
4440,2023-06-03T00:00:00.000000000,Krasnodar,Econom,681,574DR,5,Call-center,3825USR
4441,2023-06-25T00:00:00.000000000,Tver,Minivan,5833,51DR,3,Browser,3289USR
4442,2023-06-10T00:00:00.000000000,Moscow,Econom,1418,160DR,2,Android,3880USR
4443,2023-06-04T00:00:00.000000000,Sochi,Uber,3678,563DR,4,Call-center,3068USR
4444,2023-06-13T00:00:00.000000000,Krasnodar,Businnes,7336,367DR,3,iOS,3011USR
4445,2023-06-06T00:00:00.000000000,Kaliningrad,Minivan,7436,755DR,1,iOS,1137USR
4446,2023-06-28T00:00:00.000000000,Kazan,Uber,3666,85DR,3,iOS,377USR
4447,2023-06-16T00:00:00.000000000,Vladivostok,Businnes,2830,386DR,3,Browser,3776USR
4448,2023-06-22T00:00:00.000000000,Krasnodar,Minivan,5639,499DR,5,Android,2132USR
4449,2023-06-04T00:00:00.000000000,Moscow,Minivan,2188,153DR,5,Browser,328USR
4450,2023-06-16T00:00:00.000000000,Moscow,Uber,3185,828DR,1,Browser,837USR
4451,2023-06-02T00:00:00.000000000,Samara,Minivan,6993,730DR,4,Browser,139USR
4452,2023-06-08T00:00:00.000000000,Samara,Econom,205,513DR,4,iOS,3997USR
4453,2023-06-13T00:00:00.000000000,Kazan,Minivan,708,399DR,1,iOS,112USR
4454,2023-06-14T00:00:00.000000000,Moscow,Econom,2383,147DR,2,Android,1855USR
4455,2023-06-04T00:00:00.000000000,Sochi,Econom,1739,492DR,5,iOS,3756USR
4456,2023-06-12T00:00:00.000000000,Moscow,Businnes,1430,81DR,5,iOS,1669USR
4457,2023-06-18T00:00:00.000000000,Ufa,Businnes,5321,519DR,1,iOS,3132USR
4458,2023-06-12T00:00:00.000000000,Kazan,Minivan,5768,783DR,4,iOS,1547USR
4459,2023-06-03T00:00:00.000000000,Moscow,Minivan,3759,26DR,4,Android,1329USR
4460,2023-06-26T00:00:00.000000000,Samara,Uber,2532,717DR,5,Call-center,2297USR
4461,2023-06-26T00:00:00.000000000,Sochi,Uber,3829,890DR,2,Browser,2762USR
4462,2023-06-09T00:00:00.000000000,Samara,Businnes,4293,633DR,1,Call-center,2234USR
4463,2023-06-20T00:00:00.000000000,Krasnodar,Uber,5359,219DR,3,Android,3352USR
4464,2023-06-09T00:00:00.000000000,Krasnodar,Businnes,6759,346DR,3,Browser,2728USR
4465,2023-06-11T00:00:00.000000000,Barnaul,Uber,1026,824DR,1,iOS,110USR
4466,2023-06-17T00:00:00.000000000,Ufa,Minivan,4067,670DR,5,Browser,3446USR
4467,2023-06-16T00:00:00.000000000,Saint-Petersburg,Minivan,2076,293DR,1,Call-center,181USR
4468,2023-06-05T00:00:00.000000000,Moscow,Minivan,996,448DR,1,iOS,3490USR
4469,2023-06-26T00:00:00.000000000,Moscow,Minivan,7241,843DR,1,Android,1883USR
4470,2023-06-18T00:00:00.000000000,Saint-Petersburg,Uber,4174,895DR,5,iOS,2119USR
4471,2023-06-28T00:00:00.000000000,Moscow,Econom,453,367DR,2,Android,3922USR
4472,2023-06-25T00:00:00.000000000,Barnaul,Econom,1986,45DR,4,Android,1330USR
4473,2023-06-24T00:00:00.000000000,Krasnodar,Minivan,5131,665DR,3,Browser,2701USR
4474,2023-06-24T00:00:00.000000000,Kazan,Businnes,8784,819DR,1,Android,603USR
4475,2023-06-26T00:00:00.000000000,Saint-Petersburg,Econom,1534,182DR,3,Browser,335USR
4476,2023-06-01T00:00:00.000000000,Moscow,Minivan,5629,374DR,3,Call-center,1383USR
4477,2023-06-30T00:00:00.000000000,Barnaul,Businnes,1869,259DR,5,Browser,3236USR
4478,2023-06-01T00:00:00.000000000,Barnaul,Businnes,6306,724DR,3,Call-center,2565USR
4479,2023-06-21T00:00:00.000000000,Kaliningrad,Uber,3748,407DR,1,iOS,2588USR
4480,2023-06-09T00:00:00.000000000,Saint-Petersburg,Minivan,7407,153DR,1,Call-center,3114USR
4481,2023-06-03T00:00:00.000000000,Samara,Businnes,5297,487DR,4,Android,3844USR
4482,2023-06-18T00:00:00.000000000,Vladivostok,Businnes,1211,50DR,1,Android,2822USR
4483,2023-06-09T00:00:00.000000000,Krasnodar,Uber,3629,843DR,2,iOS,1781USR
4484,2023-06-15T00:00:00.000000000,Krasnodar,Econom,2677,876DR,3,Call-center,2337USR
4485,2023-06-30T00:00:00.000000000,Krasnodar,Uber,4653,752DR,1,Browser,389USR
4486,2023-06-19T00:00:00.000000000,Vladivostok,Minivan,7406,186DR,1,Call-center,2314USR
4487,2023-06-10T00:00:00.000000000,Barnaul,Uber,5296,480DR,1,Android,2385USR
4488,2023-06-11T00:00:00.000000000,Vladivostok,Econom,2225,463DR,5,iOS,1473USR
4489,2023-06-16T00:00:00.000000000,Kaliningrad,Minivan,7359,495DR,5,Android,3894USR
4490,2023-06-27T00:00:00.000000000,Krasnodar,Econom,485,633DR,3,Browser,2193USR
4491,2023-06-28T00:00:00.000000000,Moscow,Minivan,2661,192DR,2,Call-center,2021USR
4492,2023-06-09T00:00:00.000000000,Vladivostok,Businnes,4173,84DR,1,Android,3133USR
4493,2023-06-11T00:00:00.000000000,Krasnodar,Uber,3854,51DR,1,Call-center,3267USR
4494,2023-06-03T00:00:00.000000000,Sochi,Businnes,1892,698DR,4,Browser,1115USR
4495,2023-06-21T00:00:00.000000000,Vladivostok,Businnes,2491,560DR,3,Browser,3863USR
4496,2023-06-29T00:00:00.000000000,Moscow,Econom,1890,54DR,5,iOS,3411USR
4497,2023-06-24T00:00:00.000000000,Vladivostok,Minivan,4318,156DR,2,Browser,3354USR
4498,2023-06-01T00:00:00.000000000,Saint-Petersburg,Minivan,6356,225DR,4,Call-center,362USR
4499,2023-06-21T00:00:00.000000000,Barnaul,Businnes,7876,477DR,2,Call-center,2509USR
4500,2023-06-11T00:00:00.000000000,Kaliningrad,Businnes,6586,214DR,1,Browser,3616USR
4501,2023-06-16T00:00:00.000000000,Kazan,Uber,1383,322DR,2,iOS,1856USR
4502,2023-06-22T00:00:00.000000000,Sochi,Businnes,3866,821DR,5,Android,296USR
4503,2023-06-02T00:00:00.000000000,Saint-Petersburg,Businnes,3601,308DR,3,iOS,1260USR
4504,2023-06-17T00:00:00.000000000,Tver,Uber,3840,278DR,3,Android,2012USR
4505,2023-06-20T00:00:00.000000000,Saint-Petersburg,Uber,4811,326DR,1,Android,2294USR
4506,2023-06-10T00:00:00.000000000,Saint-Petersburg,Businnes,7053,772DR,1,Call-center,1008USR
4507,2023-06-03T00:00:00.000000000,Moscow,Econom,482,484DR,5,iOS,1410USR
4508,2023-06-04T00:00:00.000000000,Krasnodar,Minivan,1707,55DR,2,Android,3835USR
4509,2023-06-25T00:00:00.000000000,Barnaul,Businnes,7832,329DR,1,Android,1272USR
4510,2023-06-01T00:00:00.000000000,Kazan,Econom,1378,145DR,5,Browser,1603USR
4511,2023-06-25T00:00:00.000000000,Saint-Petersburg,Businnes,2777,203DR,2,Call-center,1719USR
4512,2023-06-15T00:00:00.000000000,Ufa,Businnes,6104,487DR,2,Browser,3188USR
4513,2023-06-01T00:00:00.000000000,Tver,Uber,4656,684DR,5,Android,185USR
4514,2023-06-27T00:00:00.000000000,Moscow,Econom,2789,70DR,3,Android,2719USR
4515,2023-06-16T00:00:00.000000000,Sochi,Minivan,5770,316DR,1,Browser,1899USR
4516,2023-06-12T00:00:00.000000000,Moscow,Uber,1512,683DR,2,iOS,153USR
4517,2023-06-29T00:00:00.000000000,Tver,Econom,714,845DR,1,Browser,1665USR
4518,2023-06-14T00:00:00.000000000,Vladivostok,Businnes,5277,892DR,2,Android,3689USR
4519,2023-06-07T00:00:00.000000000,Samara,Minivan,3722,597DR,4,iOS,1076USR
4520,2023-06-03T00:00:00.000000000,Ufa,Businnes,6009,322DR,4,Android,624USR
4521,2023-06-20T00:00:00.000000000,Saint-Petersburg,Minivan,4847,735DR,2,iOS,1294USR
4522,2023-06-22T00:00:00.000000000,Moscow,Uber,4744,363DR,5,iOS,1158USR
4523,2023-06-29T00:00:00.000000000,Sochi,Minivan,2310,437DR,1,Call-center,608USR
4524,2023-06-18T00:00:00.000000000,Barnaul,Uber,1699,390DR,3,Browser,360USR
